Block Name,Fingerprint Hash,Total Occurrences,File Count,Files,Status
101005002371__加强筋,4164121103266333027,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005002380__加强筋,-3111220421589145871,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005000643_弯板,-8689558375694795187,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005000653___加强板,-392118014256467517,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005002153___上筛板,-1590517757950762624,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005002153-1___上筛板,8907675195991891254,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005002153-2___上筛板,4544269822062548897,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101005002374_加强筋,6262900032526117163,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002567___板,-5241030242705152080,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015003_弯板,8484618162293852691,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017200_加强板,384851344019606684,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017199_加强板,5221920750924304166,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017204_立板,-3939332374069292008,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017201_弯板_101004000,-1971539895091787891,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017195_环,-1718626534750215501,2,2,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf; cad\merged_blocks.dxf,Normalized
1303000017194_弯板,6240417840175524608,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017206_侧板,-158395413017965681,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017198_加强板,-2957715086195124645,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005158___弯板,-5079550519745074318,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005159___弯板,-2873856841660233040,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005160___弯板,4041008267075864677,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005162___弯板,2616972544078629,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002413____板,-8951605462905211133,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017223_弯板_101004002,-4436147629723011454,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017225_弯板,7418129151837117972,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017230_弯板_101004002,-2283516189718935731,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017222__门体_10100400,-1338687134290905650,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017226_弯板,2257666896900108050,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017229_弯板,-2239295673796724544,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017576_焊板_101004000,3475041004258701646,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005166__弯板,4205187424997817647,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004001429___弯板,267960856478085595,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005140____盖板,-6482764028755370295,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000440-1____起吊板-1,-3976325551113056694,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000443-1____起吊板-1,3222456898594338760,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004005152____弯板,-6504668318112423002,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002411____板,5643135064861771326,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002410___条,-3010300280563930444,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002412___环,-8933035945675981122,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017292_弯板_101004002,7162601922325648380,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017291_弯板_101004002,-2250295888324802090,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017571_板_1010040004,-8454863880751918855,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017298_条_1010040023,3459171875106663696,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017299_条_1010040023,116358701619443732,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017303_条,5821795478143219415,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017244_弯板,1226168975149378626,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017260_条,-3304888806179315320,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015226_弯板,1163015293131986752,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017518_焊板,-532382183940999656,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017254_弯板_101004002,-6747488954346647448,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015184_焊板,5454717315306543966,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017272_弯板_101004005,4885566338737628826,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017287_环_1010040022,8504815222200095300,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017286_弯板,8498294599672860376,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017284_弯板_101004002,-1105003836791918092,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017283_环_1010040022,-490823913281547611,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017285_弯板_101004002,-4504379855012847625,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017280_板_1010040051,-4923745602072897372,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017257_上弯板,-4802686893361837742,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017264_块,3944400650014931619,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017296_弯板,-7622115648523705800,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017530_板,-3481578206361756415,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017466_弯板_101004002,-1643175524564722651,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015213_板,4370023902632676623,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015212_板,-3788699365093800515,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017259_弯板,-249947464232425473,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017238_弯板_101004008,-2331383224309338555,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
A$C71B97009,-7848655482203688941,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017258_中弯板,4057389616227901741,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017246_出料口下弯板_10100,-801976287221350728,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017249_出料口上弯板_10100,-8737217269522215300,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017252_侧板_101004002,-8740794933888549557,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
M1303000017255_侧板_10100400,1791889310409235496,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017262_加强板,1381048735852336717,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017261_加强板,-8654765457448608307,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002370____弯板,-5336798120865961457,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002462____弯板,-1943893848226697629,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002452____管,6047021770400171115,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002279____条,-4215188961193865698,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002280____条,7071344911361715350,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002277___上弯板,-732149439919993271,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002276___下弯板,2603204767832005638,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002274___侧板,-7649099486601634429,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002284____加强板,3053352033511501693,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022169_条_1010040022,8350307729321904249,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022168_条_1010040022,7990315940897720320,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022167_上弯板_10100400,-4158061081212973855,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022164_侧板_101004002,-5575464293267852608,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022166_下弯板_10100400,7054445902248220083,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022170_加强筋_10100400,-6710141697727296951,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022145_弯板_101004002,7558241780288723886,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022183_板_1010040051,-450427022278174007,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022182_板_1010040051,1360047917235798620,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022185_环_1010040051,-5939478249428836093,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022165_弯板_101004002,7461953669306406789,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022150_环3_101004002,-1227543332099128733,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022153_环6_101004002,6471085643452374750,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
A$C51287145,-851004990914269442,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022176_环_1010040024,8292805545255184650,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022148_环1_101004002,-7141342915550835130,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022151_环4_101004002,7068905876483293597,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022154_环_1010040022,-3564922266304930633,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022149_环2_101004002,-2300655401063652124,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022152_环5_101004002,340928985842353646,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022155_环_1010040022,-4329492329077622217,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022172_弯板_101004002,-6471157311161000427,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022159_条_1010040022,-8107628265843440685,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022158_条_1010040022,-5442444272455725298,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022160_弯板_101004002,8531968247230983364,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022156_底板_101004002,1174779224733127744,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022157_立板_101004002,-7590982191872784569,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022177_弯板_101004002,1699171373742932558,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022146_弯板_101004002,9110664248404025025,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022143_加强筋_10100400,434293406712542289,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022171_加强筋_10100400,5458052357710546301,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022163_立板_101004002,3065762792948595939,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015356_弯板_101004000,4220141463844885474,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022161_立板_101004002,-3838371498883333707,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000015340_板_1010040003,-1284685802595776892,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004002273_____底板,-8594197223383448347,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022162_立板_101004002,6577066417770789752,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022144_加强筋_11010040,-4348678548837406856,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017183_条,7462287208739670007,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017177_把手,2612894205669742466,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000017181_条,-1567693721419448548,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022802_弯板_101004005,3983985033435019100,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022801_弯板_101004005,5280990659182049102,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022803_管_1010040055,7776532934781417430,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022793_条_1010040026,-2498672259995002517,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
1303000022794_条_1010040026,2124919520246745855,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000589_前弯板,-9023564679618860653,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000590_侧板,4838030553698490101,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000591_后弯板,-63279949442887004,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000593_变径管,4252991178803655998,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000594_164090110-6_法,-4589730229941247970,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000597__圆管,-4448068449012960241,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000598-1__圆环,-6716361320927492826,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000601,-428212371924500466,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000603,6156548488235552671,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000604,4086595243416783362,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000607,-6822269547101012523,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
101004000610_卡箍条,6721498218290316498,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
A$C55E31E94,-940746006606629424,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T25,3521811490521465800,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T25_2_,-2064762117518479065,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T20_2_,8997649098267885531,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T20,8643798098020862259,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T16,6001269816781608698,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10,2397957938500777828,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_6_,5470714863313987500,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_10_,-8682987312340854038,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_9_,-2963472362076747250,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_4_,-9135348765060388377,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_11_,1802494369586574191,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_5_,903596215740450690,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T10_7_,-1055693741724200723,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_2_,-3621387123216472993,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8,4893979571464191478,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_8_,-8392308008638187356,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_5_,6777376083490884329,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_12_,4559642386182598420,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_10_,-3897586604569897689,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_11_,-6350672621008415487,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_3_,-3242116358404531829,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_4_,-6589577845036222291,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_9_,2942426910464844718,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_7_,7896720263287673237,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
Q235__T8_6_,8129286851440952213,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T8_5_,1394976908881951566,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T8_4_,-1781782873178223525,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T8_3_,-6668710685645605597,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T8_2_,8595420852424893274,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T8,2069985612556074935,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T10,1683037170671428891,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T10_2_,8504768626810645103,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T10_3_,5897302380008551756,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T10_4_,-6425336116261374245,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_2_,9117778782892605251,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_17_,-6360564733009088070,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_9_,-8970305438351271439,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_10_,-4221851818317815885,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_8_,-6213602439748229166,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_28_,-7070226392799936757,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_11_,6923286228026460838,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_19_,6430800949260117041,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_16_,1819193877448561705,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_31_,5461879433553586985,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_25_,-8905330737931068830,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_27_,-5872918154895768243,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_29_,1214216194479839052,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_30_,-8838009655334509166,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T6_5_,-7320806636088133016,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5,1833763690701230413,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_38_,2988164679027954922,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_27_,-590946448036008324,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_3_,-4737604359591041846,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_14_,-1691471952598364047,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_37_,-2182979140136503086,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_31_,6483319652708663277,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_12_,-4867703495809018677,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_19_,-7978721229400328423,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_20_,-204611055421667639,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_24_,6851537223358225547,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_11_,2328313963725810665,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_7_,-1413409726809370685,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_25_,-2381029267616016225,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_28_,-3624367894792899958,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_34_,-6094033887421426161,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_36_,5748103574050360177,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_23_,216537032858091557,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_26_,8799709407303074560,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_15_,-499799290126940656,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_16_,-4796446306308869837,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_29_,2118824078328862830,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_18_,-6138679299975373892,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_35_,1899829944290820141,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_32_,3697819362525903511,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_33_,-6453426378756476658,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_21_,6954558713626873509,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_30_,-1735603594474024812,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_22_,-7319723519714593995,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_25__2,522249362355658802,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T5_24__2,-7633596082822855607,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_15_,-5497265850711614937,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_8_,-6162848215791188480,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_7_,3907323774365701714,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_12_,2851439669589450462,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_13_,5951502758116637882,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_17_,-4975039369764199312,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_18_,6602092341407591400,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_19_,-5404567059481268787,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_20_,-2044381267059926547,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_4_,3296901561832917825,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T4_11_,2697426485416484999,1,1,cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
