Block Name,Fingerprint Hash,Total Occurrences,File Count,Files,Status
304_T2_71__v2,2616501830578387971,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_42__v2,-2560391129178359961,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_41__v2,-5874415076321195906,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_52__v2,-3035748734228904390,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_37__v2,-2209440851010894970,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_20__v3,-1927468576740459090,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_45__v2,-626117107161520016,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_18__v2,-7253529302664618344,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_17__v2,2390344284243457691,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_12__v4,3158574204747630095,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_11__v3,-1749633396399796784,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_56__v2,-5888384147088803010,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_4__v4,8044034131103531992,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_31__v2,5642536793795155722,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_48__v2,1513415357213199307,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_36__v2,2930655032816567691,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250614 凯迈2025WX-35-02号计划-CAD下料.dxf,Normalized
304_T2_30__v2,-1024455808412070256,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_33__v2,8752010724683430583,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_7__v2,-497080256571778523,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_13__v4,-6869631861130411268,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_57__v2,7846357056276445435,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_10__v2,-2843824347145194953,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_35__v2,1918220763447266612,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_46__v2,7826975680435699955,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_3__v3,-4001045260302563723,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_6__v3,5586097359077096691,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_17__v3,1085582480538512809,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_16__v2,-1828339710742899627,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_22__v2,-4068129801586428466,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_10__v2,1161539389976192584,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_9__v3,8314399462041406005,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_31__v2,-8307824406688639441,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_19__v3,2996207982985239476,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_11__v3,-5353992373794119627,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_15__v3,274574196455552033,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_21__v2,-2419699128209145108,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_13__v2,-8706627605007859111,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_35__v2,-5471253273068961027,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_14__v2,-1763749331020375543,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_27__v2,-3910251170584245643,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_20__v2,2227991381571760506,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_5__v2,-6472319647538495999,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_4__v4,-5831922687050324145,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_v2,3825904996942282700,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_2__v2,-6374811164046110092,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_11__v2,-2423211440714579914,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_12__v2,6671627040981305553,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_13__v2,1528792739256393450,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_6__v3,2313464440589124716,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_3__v3,7312587429563870543,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_8__v2,8439172407959339660,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_7__v2,9171012301711474402,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_3__v3,-3007135896944780203,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_16__v2,9189070556952306707,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_5__v2,348355501641435034,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_4__v3,-4241625809546075519,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_v2,4862378651988749461,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_15__v2,1883437690928352638,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_7__v2,512526229118808477,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_12__v2,-8012637760234788431,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_14__v2,2238361345897472110,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_11__v2,-2913687290511951946,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_19__v2,-6211154257751127818,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_10__v2,5716853145357016839,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_9__v2,-5403061157241759509,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_16__v2,-9013184003282437130,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_17__v2,4395917671016262452,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_5__v3,288993669394748026,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_25__v2,-4577824693753407508,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_30__v2,2955917601333846155,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_4__v4,-5510843848202917295,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_31__v2,3823236669162109177,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_28__v2,-7926588889492230545,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_2__v3,1279361846961352274,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_27__v2,-8073391431701834655,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_13__v2,1960594385899825145,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_29__v2,1341490965102851761,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_11__v2,-2395936221489706555,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_8__v2,9045853341566050644,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_4__v2,2187001776399839940,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_3__v2,-5182014721080637782,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_5__v2,4237080422133441639,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_v2,3007382533549194671,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_2__v2,2194711808174753147,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_5__v2,8539117449210370820,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_6__v2,-8713820479606729398,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_7__v2,-8352395370628360039,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_4__v2,8469241358644123955,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_v2,368775663485551509,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
242000310-2___板,-7782654770923463997,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000310-1___板,6224483568549719346,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
A$C07F57D96,5054537146756827304,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000310-4___弯板,6304788606078899325,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000310-6___管,9150831040946340113,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000310-3___板,6872300665026480780,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000310-5___板,340850925800701972,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000320-1_管,-5652946937056932480,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000320-2-2_变径管,-9077563892524264056,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000320-2-1_圆环,-8682253196648414516,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
242000320-2-1_圆环1,6194199593042356669,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004001893__板,6695512254699583575,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004001892__板,4718327630512790556,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004001916__弯板,6409688816129766740,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000321_179000400-1_板,7052311895831733087,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000323_179000400-3_板,4443124563363049941,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000322_179000400-2__,-1271700136746591936,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000324__板,-8025117437375194091,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000328,1121006171951153954,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000329,3865543977339747641,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004001680_板,-8772770222018054358,2,2,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf; cad\250703 凯迈2025WX-36-02号计划（全部）-下料图.dxf,Normalized
101004001681_板,6940750982324210955,2,2,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf; cad\250703 凯迈2025WX-36-02号计划（全部）-下料图.dxf,Normalized
101004003052_板,-4455308912462190761,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004003051_板,1494024651434444210,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004003054弯板,-953378905506176011,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101002002229_盖,-8308866989858350947,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000173_249020100-3__,1764217083249106622,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004003405-1_弯板-1,6026644487603876216,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004003405-2_板,-135633215268262697,1,1,cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
